Experiment Accession	Experiment Aliases	File Accession	File Aliases	Submitted File Name	Date Created	Run Type	Read Length	Paired End	Bio Rep Num	Tech Rep Num	Replicate Aliases	Library Accession	Library Aliases
ENCSR011CSR	['bradley-bernstein:Project Element 1489']	ENCFF361SAK	['bradley-bernstein:Rep_DNA_Lib 6178_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/061/78/bradley-bernstein_Rep_DNA_Lib_6178.1.fastq.gz	2015-12-11T17:07:10.110128+00:00	paired-ended	76	1	2	1	['bradley-bernstein:Rep_DNA_Lib 6178']	ENCLB460RPX	['bradley-bernstein:DNA_Lib 6178']
ENCSR011CSR	['bradley-bernstein:Project Element 1489']	ENCFF883WNC	['bradley-bernstein:Rep_DNA_Lib 6817_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/068/17/bradley-bernstein_Rep_DNA_Lib_6817.2.fastq.gz	2015-12-11T17:32:13.588736+00:00	paired-ended	76	2	1	1	['bradley-bernstein:Rep_DNA_Lib 6817']	ENCLB575BDT	['bradley-bernstein:DNA_Lib 6817']
ENCSR011CSR	['bradley-bernstein:Project Element 1489']	ENCFF157LGP	['bradley-bernstein:Rep_DNA_Lib 6178_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/061/78/bradley-bernstein_Rep_DNA_Lib_6178.2.fastq.gz	2016-01-20T17:16:24.441761+00:00	paired-ended	76	2	2	1	['bradley-bernstein:Rep_DNA_Lib 6178']	ENCLB460RPX	['bradley-bernstein:DNA_Lib 6178']
ENCSR564IGJ	['bradley-bernstein:Project Element 473']	ENCFF706FJF	['bradley-bernstein:Rep_DNA_Lib 5594_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/055/94/bradley-bernstein_Rep_DNA_Lib_5594.1.fastq.gz	2015-05-22T17:02:57.205823+00:00	paired-ended	25	1	2	2	['bradley-bernstein:Rep_DNA_Lib 5594']	ENCLB559GFR	['bradley-bernstein:DNA_Lib 5594']
ENCSR564IGJ	['bradley-bernstein:Project Element 473']	ENCFF850YMD	['bradley-bernstein:Rep_DNA_Lib 5594_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/055/94/bradley-bernstein_Rep_DNA_Lib_5594.2.fastq.gz	2015-05-22T17:04:22.729840+00:00	paired-ended	25	2	2	2	['bradley-bernstein:Rep_DNA_Lib 5594']	ENCLB559GFR	['bradley-bernstein:DNA_Lib 5594']
ENCSR564IGJ	['bradley-bernstein:Project Element 473']	ENCFF254NPS	['bradley-bernstein:Rep_DNA_Lib 6543_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/065/43/bradley-bernstein_Rep_DNA_Lib_6543.1.fastq.gz	2015-12-10T18:43:09.609772+00:00	paired-ended	76	1	2	1	['bradley-bernstein:Rep_DNA_Lib 6543']	ENCLB208JNZ	['bradley-bernstein:DNA_Lib 6543']
ENCSR564IGJ	['bradley-bernstein:Project Element 473']	ENCFF168JIX	['bradley-bernstein:Rep_DNA_Lib 6794_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/067/94/bradley-bernstein_Rep_DNA_Lib_6794.1.fastq.gz	2015-12-11T14:58:07.803903+00:00	paired-ended	76	1	1	1	['bradley-bernstein:Rep_DNA_Lib 6794']	ENCLB477OQI	['bradley-bernstein:DNA_Lib 6794']
ENCSR564IGJ	['bradley-bernstein:Project Element 473']	ENCFF385BZZ	['bradley-bernstein:Rep_DNA_Lib 6794_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/067/94/bradley-bernstein_Rep_DNA_Lib_6794.2.fastq.gz	2015-12-11T16:04:16.606379+00:00	paired-ended	76	2	1	1	['bradley-bernstein:Rep_DNA_Lib 6794']	ENCLB477OQI	['bradley-bernstein:DNA_Lib 6794']
ENCSR564IGJ	['bradley-bernstein:Project Element 473']	ENCFF521UZO	['bradley-bernstein:Rep_DNA_Lib 6543_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/065/43/bradley-bernstein_Rep_DNA_Lib_6543.2.fastq.gz	2016-01-20T17:08:01.595621+00:00	paired-ended	76	2	2	1	['bradley-bernstein:Rep_DNA_Lib 6543']	ENCLB208JNZ	['bradley-bernstein:DNA_Lib 6543']
ENCSR545QPS	['bradley-bernstein:Project Element 1984']	ENCFF913CZL	['bradley-bernstein:Rep_DNA_Lib 7004_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/070/04/bradley-bernstein_Rep_DNA_Lib_7004.fastq.gz	2016-03-03T04:45:04.883071+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7004']	ENCLB701JJD	['bradley-bernstein:DNA_Lib 7004']
ENCSR545QPS	['bradley-bernstein:Project Element 1984']	ENCFF028FWP	['bradley-bernstein:Rep_DNA_Lib 7147_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/071/47/bradley-bernstein_Rep_DNA_Lib_7147.fastq.gz	2016-03-03T06:33:55.433105+00:00	single-ended	76		2	1	['bradley-bernstein:Rep_DNA_Lib 7147']	ENCLB757LQS	['bradley-bernstein:DNA_Lib 7147']
ENCSR545QPS	['bradley-bernstein:Project Element 1984']	ENCFF737XPY	['bradley-bernstein:Rep_DNA_Lib 7011_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/070/11/bradley-bernstein_Rep_DNA_Lib_7011.fastq.gz	2016-03-03T12:27:50.153220+00:00	single-ended	76		1	2	['bradley-bernstein:Rep_DNA_Lib 7011']	ENCLB442KAO	['bradley-bernstein:DNA_Lib 7011']
ENCSR469WAO	['bradley-bernstein:Project Element 1940']	ENCFF409XOE	['bradley-bernstein:Rep_DNA_Lib 6981_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/069/81/bradley-bernstein_Rep_DNA_Lib_6981.fastq.gz	2016-03-03T04:44:39.111078+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 6981']	ENCLB652ELI	['bradley-bernstein:DNA_Lib 6981']
ENCSR469WAO	['bradley-bernstein:Project Element 1940']	ENCFF701LMH	['bradley-bernstein:Rep_DNA_Lib 7213_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/072/13/bradley-bernstein_Rep_DNA_Lib_7213.fastq.gz	2016-03-03T12:38:57.716646+00:00	single-ended	76		2	1	['bradley-bernstein:Rep_DNA_Lib 7213']	ENCLB486ZSZ	['bradley-bernstein:DNA_Lib 7213']
ENCSR991ZLU	['bradley-bernstein:Project Element 1959']	ENCFF531NTI	['bradley-bernstein:Rep_DNA_Lib 6988_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/069/88/bradley-bernstein_Rep_DNA_Lib_6988.fastq.gz	2016-03-03T06:32:17.154928+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 6988']	ENCLB733AOT	['bradley-bernstein:DNA_Lib 6988']
ENCSR991ZLU	['bradley-bernstein:Project Element 1959']	ENCFF314RLD	['bradley-bernstein:Rep_DNA_Lib 7143_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/071/43/bradley-bernstein_Rep_DNA_Lib_7143.fastq.gz	2016-03-03T12:23:03.843580+00:00	single-ended	76		2	1	['bradley-bernstein:Rep_DNA_Lib 7143']	ENCLB258CWX	['bradley-bernstein:DNA_Lib 7143']
ENCSR550SCU	['bradley-bernstein:Project Element 1946']	ENCFF102EIG	['bradley-bernstein:Rep_DNA_Lib 7415_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/074/15/bradley-bernstein_Rep_DNA_Lib_7415.fastq.gz	2016-03-03T06:33:22.922075+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7415']	ENCLB580WQQ	['bradley-bernstein:DNA_Lib 7415']
ENCSR550SCU	['bradley-bernstein:Project Element 1946']	ENCFF221INE	['bradley-bernstein:Rep_DNA_Lib 7009_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/070/09/bradley-bernstein_Rep_DNA_Lib_7009.fastq.gz	2016-03-03T12:17:21.468438+00:00	single-ended	76		2	1	['bradley-bernstein:Rep_DNA_Lib 7009']	ENCLB509CNN	['bradley-bernstein:DNA_Lib 7009']
ENCSR639GWS	['bradley-bernstein:Project Element 1973']	ENCFF372SMO	['bradley-bernstein:Rep_DNA_Lib 7006_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/070/06/bradley-bernstein_Rep_DNA_Lib_7006.fastq.gz	2016-03-03T04:47:50.684070+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7006']	ENCLB017ZHO	['bradley-bernstein:DNA_Lib 7006']
ENCSR639GWS	['bradley-bernstein:Project Element 1973']	ENCFF360YKR	['bradley-bernstein:Rep_DNA_Lib 7149_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/071/49/bradley-bernstein_Rep_DNA_Lib_7149.fastq.gz	2016-03-03T12:36:02.775448+00:00	single-ended	76		2	1	['bradley-bernstein:Rep_DNA_Lib 7149']	ENCLB719JOV	['bradley-bernstein:DNA_Lib 7149']
ENCSR541AOQ	['bradley-bernstein:Project Element 1981']	ENCFF062BQQ	['bradley-bernstein:Rep_DNA_Lib 7065_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/070/65/bradley-bernstein_Rep_DNA_Lib_7065.fastq.gz	2016-03-03T06:31:56.955117+00:00	single-ended	76		2	1	['bradley-bernstein:Rep_DNA_Lib 7065']	ENCLB642SYY	['bradley-bernstein:DNA_Lib 7065']
ENCSR541AOQ	['bradley-bernstein:Project Element 1981']	ENCFF319DTT	['bradley-bernstein:Rep_DNA_Lib 7320_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/073/20/bradley-bernstein_Rep_DNA_Lib_7320.fastq.gz	2016-03-03T12:25:05.958385+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7320']	ENCLB202COI	['bradley-bernstein:DNA_Lib 7320']
ENCSR798EGJ	['bradley-bernstein:Project Element 1991']	ENCFF257STC	['bradley-bernstein:Rep_DNA_Lib 7148_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/071/48/bradley-bernstein_Rep_DNA_Lib_7148.fastq.gz	2016-03-03T04:46:59.654892+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7148']	ENCLB795RFC	['bradley-bernstein:DNA_Lib 7148']
ENCSR798EGJ	['bradley-bernstein:Project Element 1991']	ENCFF777KUN	['bradley-bernstein:Rep_DNA_Lib 7008_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/070/08/bradley-bernstein_Rep_DNA_Lib_7008.fastq.gz	2016-03-03T12:32:51.490279+00:00	single-ended	76		2	1	['bradley-bernstein:Rep_DNA_Lib 7008']	ENCLB576KOQ	['bradley-bernstein:DNA_Lib 7008']
ENCSR616MOB	['bradley-bernstein:Project Element 1944']	ENCFF482UZA	['bradley-bernstein:Rep_DNA_Lib 6982_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/069/82/bradley-bernstein_Rep_DNA_Lib_6982.fastq.gz	2016-03-03T04:47:24.644841+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 6982']	ENCLB826RGQ	['bradley-bernstein:DNA_Lib 6982']
ENCSR616MOB	['bradley-bernstein:Project Element 1944']	ENCFF587OYH	['bradley-bernstein:Rep_DNA_Lib 7146_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/071/46/bradley-bernstein_Rep_DNA_Lib_7146.fastq.gz	2016-03-03T12:20:00.274380+00:00	single-ended	76		2	1	['bradley-bernstein:Rep_DNA_Lib 7146']	ENCLB600TUB	['bradley-bernstein:DNA_Lib 7146']
ENCSR321BJQ	['bradley-bernstein:Project Element 1954']	ENCFF892BYO	['bradley-bernstein:Rep_DNA_Lib 7324_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/073/24/bradley-bernstein_Rep_DNA_Lib_7324.fastq.gz	2016-03-03T12:34:46.706742+00:00	single-ended	76		2	1	['bradley-bernstein:Rep_DNA_Lib 7324']	ENCLB031DEJ	['bradley-bernstein:DNA_Lib 7324']
ENCSR321BJQ	['bradley-bernstein:Project Element 1954']	ENCFF121HEJ	['bradley-bernstein:Rep_DNA_Lib 7005_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/070/05/bradley-bernstein_Rep_DNA_Lib_7005.fastq.gz	2016-03-03T04:45:50.617886+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7005']	ENCLB543CKY	['bradley-bernstein:DNA_Lib 7005']
ENCSR000ATU	['bradley-bernstein:Project Element 607']	ENCFF000BVN	['bradley-bernstein:Rep_DNA_Lib 786_S']	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneK562Cbx2RawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	['bradley-bernstein:Rep_DNA_Lib 786']	ENCLB198VCW	['bradley-bernstein:DNA_Lib 786']
ENCSR091QXP	['bradley-bernstein:Project Element 437']	ENCFF934HVY	['bradley-bernstein:Rep_DNA_Lib 3765_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/037/65/bradley-bernstein_Rep_DNA_Lib_3765.fastq.gz	2014-10-27T04:00:58.949856+00:00	single-ended	36		1	1	['bradley-bernstein:Rep_DNA_Lib 3765']	ENCLB901TMI	['bradley-bernstein:DNA_Lib 3765']
ENCSR091QXP	['bradley-bernstein:Project Element 437']	ENCFF850EAH	['bradley-bernstein:Rep_DNA_Lib 6275_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/062/75/bradley-bernstein_Rep_DNA_Lib_6275.1.fastq.gz	2015-12-11T16:42:27.060037+00:00	paired-ended	76	1	2	1	['bradley-bernstein:Rep_DNA_Lib 6275']	ENCLB571FUG	['bradley-bernstein:DNA_Lib 6275']
ENCSR091QXP	['bradley-bernstein:Project Element 437']	ENCFF312RKB	['bradley-bernstein:Rep_DNA_Lib 6275_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/062/75/bradley-bernstein_Rep_DNA_Lib_6275.2.fastq.gz	2016-01-20T16:51:30.869617+00:00	paired-ended	76	2	2	1	['bradley-bernstein:Rep_DNA_Lib 6275']	ENCLB571FUG	['bradley-bernstein:DNA_Lib 6275']
ENCSR689SFJ	['bradley-bernstein:Project Element 2160']	ENCFF131NGC	['bradley-bernstein:Rep_DNA_Lib 7450_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/074/50/bradley-bernstein_Rep_DNA_Lib_7450.fastq.gz	2016-03-18T15:38:24.073151+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7450']	ENCLB110YUR	['bradley-bernstein:DNA_Lib 7450']
ENCSR689SFJ	['bradley-bernstein:Project Element 2160']	ENCFF579FUK	['bradley-bernstein:Rep_DNA_Lib 7776_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/077/76/bradley-bernstein_Rep_DNA_Lib_7776.fastq.gz	2016-03-18T15:52:52.182883+00:00	single-ended	76		1	2	['bradley-bernstein:Rep_DNA_Lib 7776']	ENCLB267NCW	['bradley-bernstein:DNA_Lib 7776']
ENCSR689SFJ	['bradley-bernstein:Project Element 2160']	ENCFF558UXX	['bradley-bernstein:Rep_DNA_Lib 7489_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/074/89/bradley-bernstein_Rep_DNA_Lib_7489.fastq.gz	2016-03-18T16:04:33.645161+00:00	single-ended	76		1	3	['bradley-bernstein:Rep_DNA_Lib 7489']	ENCLB405JXR	['bradley-bernstein:DNA_Lib 7489']
ENCSR774CFO	['bradley-bernstein:Project Element 2327']	ENCFF901KFC	['bradley-bernstein:Rep_DNA_Lib 7582_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/075/82/bradley-bernstein_Rep_DNA_Lib_7582.fastq.gz	2016-03-21T21:16:56.058984+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7582']	ENCLB672ZYK	['bradley-bernstein:DNA_Lib 7582']
ENCSR520BIM	['bradley-bernstein:Project Element 2157']	ENCFF770ACG	['bradley-bernstein:Rep_DNA_Lib 7446_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/074/46/bradley-bernstein_Rep_DNA_Lib_7446.fastq.gz	2015-12-23T13:45:52.370960+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7446']	ENCLB105BKL	['bradley-bernstein:DNA_Lib 7446']
ENCSR520BIM	['bradley-bernstein:Project Element 2157']	ENCFF479ECJ	['bradley-bernstein:Rep_DNA_Lib 7697_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/076/97/bradley-bernstein_Rep_DNA_Lib_7697.fastq.gz	2016-03-21T21:15:20.818059+00:00	single-ended	72		1	2	['bradley-bernstein:Rep_DNA_Lib 7697']	ENCLB591YZH	['bradley-bernstein:DNA_Lib 7697']
ENCSR520BIM	['bradley-bernstein:Project Element 2157']	ENCFF133UID	['bradley-bernstein:Rep_DNA_Lib 7775_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/077/75/bradley-bernstein_Rep_DNA_Lib_7775.fastq.gz	2016-03-21T19:46:28.402501+00:00	single-ended	76		1	3	['bradley-bernstein:Rep_DNA_Lib 7775']	ENCLB020GKP	['bradley-bernstein:DNA_Lib 7775']
ENCSR348TQM	['bradley-bernstein:Project Element 2323']	ENCFF240YPN	['bradley-bernstein:Rep_DNA_Lib 7612_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/076/12/bradley-bernstein_Rep_DNA_Lib_7612.fastq.gz	2016-03-21T21:42:42.102058+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7612']	ENCLB743IWD	['bradley-bernstein:DNA_Lib 7612']
ENCSR876DCP	['bradley-bernstein:Project Element 2153']	ENCFF575NUE	['bradley-bernstein:Rep_DNA_Lib 7444_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/074/44/bradley-bernstein_Rep_DNA_Lib_7444.fastq.gz	2016-03-21T20:52:31.230953+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7444']	ENCLB719YEC	['bradley-bernstein:DNA_Lib 7444']
ENCSR876DCP	['bradley-bernstein:Project Element 2153']	ENCFF857KJS	['bradley-bernstein:Rep_DNA_Lib 7774_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/077/74/bradley-bernstein_Rep_DNA_Lib_7774.fastq.gz	2016-03-21T21:21:36.042968+00:00	single-ended	76		1	2	['bradley-bernstein:Rep_DNA_Lib 7774']	ENCLB001WXF	['bradley-bernstein:DNA_Lib 7774']
ENCSR827NKO	['bradley-bernstein:Project Element 2154']	ENCFF504ZFV	['bradley-bernstein:Rep_DNA_Lib 7613_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/076/13/bradley-bernstein_Rep_DNA_Lib_7613.fastq.gz	2016-03-21T21:12:41.396546+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7613']	ENCLB928AMF	['bradley-bernstein:DNA_Lib 7613']
ENCSR827NKO	['bradley-bernstein:Project Element 2154']	ENCFF910OKM	['bradley-bernstein:Rep_DNA_Lib 7794_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/077/94/bradley-bernstein_Rep_DNA_Lib_7794.fastq.gz	2016-03-21T21:30:30.429018+00:00	single-ended	76		1	2	['bradley-bernstein:Rep_DNA_Lib 7794']	ENCLB790VUS	['bradley-bernstein:DNA_Lib 7794']
ENCSR474VGQ	['bradley-bernstein:Project Element 1500']	ENCFF451VPP	['bradley-bernstein:Rep_DNA_Lib 7216_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/072/16/bradley-bernstein_Rep_DNA_Lib_7216.fastq.gz	2015-05-23T15:44:22.729749+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7216']	ENCLB047HAU	['bradley-bernstein:DNA_Lib 7216']
ENCSR474VGQ	['bradley-bernstein:Project Element 1500']	ENCFF199JVE	['bradley-bernstein:Rep_DNA_Lib 6111_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/061/11/bradley-bernstein_Rep_DNA_Lib_6111.1.fastq.gz	2015-12-10T18:09:27.267337+00:00	paired-ended	76	1	2	1	['bradley-bernstein:Rep_DNA_Lib 6111']	ENCLB057HBI	['bradley-bernstein:DNA_Lib 6111']
ENCSR474VGQ	['bradley-bernstein:Project Element 1500']	ENCFF133WUU	['bradley-bernstein:Rep_DNA_Lib 6111_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/061/11/bradley-bernstein_Rep_DNA_Lib_6111.2.fastq.gz	2015-12-11T17:01:38.894773+00:00	paired-ended	76	2	2	1	['bradley-bernstein:Rep_DNA_Lib 6111']	ENCLB057HBI	['bradley-bernstein:DNA_Lib 6111']
ENCSR794ULT	['bradley-bernstein:Project Element 439']	ENCFF943AHJ	['bradley-bernstein:Rep_DNA_Lib 3754_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/037/54/bradley-bernstein_Rep_DNA_Lib_3754.fastq.gz	2014-10-27T05:30:59.112471+00:00	single-ended	36		1	1	['bradley-bernstein:Rep_DNA_Lib 3754']	ENCLB146FGR	['bradley-bernstein:DNA_Lib 3754']
ENCSR794ULT	['bradley-bernstein:Project Element 439']	ENCFF936MMN	['bradley-bernstein:Rep_DNA_Lib 6273_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/062/73/bradley-bernstein_Rep_DNA_Lib_6273.1.fastq.gz	2015-12-10T18:15:42.904112+00:00	paired-ended	76	1	2	1	['bradley-bernstein:Rep_DNA_Lib 6273']	ENCLB699OHH	['bradley-bernstein:DNA_Lib 6273']
ENCSR794ULT	['bradley-bernstein:Project Element 439']	ENCFF937OOL	['bradley-bernstein:Rep_DNA_Lib 6273_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/062/73/bradley-bernstein_Rep_DNA_Lib_6273.2.fastq.gz	2015-12-11T16:58:45.878445+00:00	paired-ended	76	2	2	1	['bradley-bernstein:Rep_DNA_Lib 6273']	ENCLB699OHH	['bradley-bernstein:DNA_Lib 6273']
ENCSR778VGY	['bradley-bernstein:Project Element 653']	ENCFF002AUB	['bradley-bernstein:Rep_DNA_Lib 4181_SE']	Libraries/041/81/bradley-bernstein_Rep_DNA_Lib_4181.fastq.gz	2014-03-19	single-ended	36		2	1	['bradley-bernstein:Rep_DNA_Lib 4181']	ENCLB910KFT	['bradley-bernstein:DNA_Lib 4181']
ENCSR778VGY	['bradley-bernstein:Project Element 653']	ENCFF002AWS	['bradley-bernstein:Rep_DNA_Lib 3904_SE']	Libraries/039/04/bradley-bernstein_Rep_DNA_Lib_3904.fastq.gz	2014-03-19	single-ended	36		1	1	['bradley-bernstein:Rep_DNA_Lib 3904']	ENCLB397TBN	['bradley-bernstein:DNA_Lib 3904']
ENCSR778VGY	['bradley-bernstein:Project Element 653']	ENCFF002BBN	['bradley-bernstein:Rep_DNA_Lib 3921_SE']	Libraries/039/21/bradley-bernstein_Rep_DNA_Lib_3921.fastq.gz	2014-03-20	single-ended	36		1	2	['bradley-bernstein:Rep_DNA_Lib 3921']	ENCLB910CGH	['bradley-bernstein:DNA_Lib 3921']
ENCSR000AUB	['bradley-bernstein:Project Element 1022']	ENCFF000CCK	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneK562Sirt6RawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	['bradley-bernstein:Rep_DNA_Lib 5245']	ENCLB695AQS	['bradley-bernstein:DNA_Lib 5245']
ENCSR000ATZ	['bradley-bernstein:Project Element 600']	ENCFF000CAY	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneK562PcafRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AHW	[]
ENCSR000AVD	['bradley-bernstein:Project Element 1012']	ENCFF000BWJ	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneK562Chd7a301223a1RawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	['bradley-bernstein:Rep_DNA_Lib 5214']	ENCLB695ATB	['bradley-bernstein:DNA_Lib 5214']
ENCSR000AUT	['bradley-bernstein:Project Element 1013']	ENCFF000CCG	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneK562Setdb1RawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	['bradley-bernstein:Rep_DNA_Lib 5215']	ENCLB695AAB	['bradley-bernstein:DNA_Lib 5215']
ENCSR000AVE	['bradley-bernstein:Project Element 619']	ENCFF000CAK	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneK562Nsd2ab75359RawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	['bradley-bernstein:Rep_DNA_Lib 5231']	ENCLB695AMK	['bradley-bernstein:DNA_Lib 5231']
ENCSR611JJS	['bradley-bernstein:Project Element 894']	ENCFF425JLP	['bradley-bernstein:Rep_DNA_Lib 6979_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/069/79/bradley-bernstein_Rep_DNA_Lib_6979.fastq.gz	2015-05-21T16:48:12.156294+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 6979']	ENCLB659PZY	['bradley-bernstein:DNA_Lib 6979']
ENCSR611JJS	['bradley-bernstein:Project Element 894']	ENCFF796GTV	['bradley-bernstein:Rep_DNA_Lib 1952_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/019/52/bradley-bernstein_Rep_DNA_Lib_1952.fastq.gz	2015-05-21T16:44:39.373944+00:00	single-ended	36		2	1	['bradley-bernstein:Rep_DNA_Lib 1952']	ENCLB352PYX	['bradley-bernstein:DNA_Lib 1952']
ENCSR179BUC	['bradley-bernstein:Project Element 441']	ENCFF566XFA	['bradley-bernstein:Rep_DNA_Lib 3759_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/037/59/bradley-bernstein_Rep_DNA_Lib_3759.fastq.gz	2014-10-27T04:42:01.820647+00:00	single-ended	36		1	1	['bradley-bernstein:Rep_DNA_Lib 3759']	ENCLB113ZNN	['bradley-bernstein:DNA_Lib 3759']
ENCSR179BUC	['bradley-bernstein:Project Element 441']	ENCFF578MDZ	['bradley-bernstein:Rep_DNA_Lib 6204_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/062/04/bradley-bernstein_Rep_DNA_Lib_6204.1.fastq.gz	2015-12-10T17:58:43.256242+00:00	paired-ended	76	1	2	1	['bradley-bernstein:Rep_DNA_Lib 6204']	ENCLB245ENB	['bradley-bernstein:DNA_Lib 6204']
ENCSR179BUC	['bradley-bernstein:Project Element 441']	ENCFF033XOG	['bradley-bernstein:Rep_DNA_Lib 6204_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/062/04/bradley-bernstein_Rep_DNA_Lib_6204.2.fastq.gz	2015-12-10T18:26:53.941138+00:00	paired-ended	76	2	2	1	['bradley-bernstein:Rep_DNA_Lib 6204']	ENCLB245ENB	['bradley-bernstein:DNA_Lib 6204']
ENCSR870IUC	['bradley-bernstein:Project Element 970']	ENCFF347SIP	['bradley-bernstein:Rep_DNA_Lib 3094_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/030/94/bradley-bernstein_Rep_DNA_Lib_3094.fastq.gz	2015-10-03T16:41:06.505917+00:00	single-ended	36		2	1	['bradley-bernstein:Rep_DNA_Lib 3094']	ENCLB006TOQ	['bradley-bernstein:DNA_Lib 3094']
ENCSR870IUC	['bradley-bernstein:Project Element 970']	ENCFF581AJL	['bradley-bernstein:Rep_DNA_Lib 6070_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/060/70/bradley-bernstein_Rep_DNA_Lib_6070.1.fastq.gz	2015-12-22T15:37:42.828454+00:00	paired-ended	30	1	1	1	['bradley-bernstein:Rep_DNA_Lib 6070']	ENCLB540MMT	['bradley-bernstein:DNA_Lib 6070']
