File Accession	Annotation	Cell Line	Target	Experiment Accession	Experiment Aliases	Biosample Accession	Biosample Aliases	Library Accession	Library Aliases	Lab	Submitted Name
ENCFF023JVA	V24	HepG2	/targets/FUS-human/	ENCSR927JXU	['brenton-graveley:FUS_BGHLV14']	ENCBS489ZQI	['brenton-graveley:FUS_BGHLV14-21']	ENCLB351TMV	['brenton-graveley:L-FUS_BGHLV14-21']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR927JXU/rep1_1/ENCSR927JXU_rep1_1_tophat.bam
ENCFF398MZV	V24	HepG2	/targets/FUS-human/	ENCSR927JXU	['brenton-graveley:FUS_BGHLV14']	ENCBS877WFF	['brenton-graveley:FUS_BGHLV14-22']	ENCLB097NXC	['brenton-graveley:L-FUS_BGHLV14-22']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR927JXU/rep2_1/ENCSR927JXU_rep2_1_tophat.bam
ENCFF128ELJ	V24	HepG2	/targets/FUS-human/	ENCSR927JXU	['brenton-graveley:FUS_BGHLV14']	ENCBS489ZQI	['brenton-graveley:FUS_BGHLV14-21']	ENCLB351TMV	['brenton-graveley:L-FUS_BGHLV14-21']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR927JXU/rep1_1/ENCSR927JXU_rep1_1_star_anno.bam
ENCFF586QOM	V24	HepG2	/targets/FUS-human/	ENCSR927JXU	['brenton-graveley:FUS_BGHLV14']	ENCBS489ZQI	['brenton-graveley:FUS_BGHLV14-21']	ENCLB351TMV	['brenton-graveley:L-FUS_BGHLV14-21']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR927JXU/rep1_1/ENCSR927JXU_rep1_1_star_genome.bam
ENCFF801QCZ	V24	HepG2	/targets/FUS-human/	ENCSR927JXU	['brenton-graveley:FUS_BGHLV14']	ENCBS877WFF	['brenton-graveley:FUS_BGHLV14-22']	ENCLB097NXC	['brenton-graveley:L-FUS_BGHLV14-22']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR927JXU/rep2_1/ENCSR927JXU_rep2_1_star_genome.bam
ENCFF882BVB	V24	HepG2	/targets/FUS-human/	ENCSR927JXU	['brenton-graveley:FUS_BGHLV14']	ENCBS877WFF	['brenton-graveley:FUS_BGHLV14-22']	ENCLB097NXC	['brenton-graveley:L-FUS_BGHLV14-22']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR927JXU/rep2_1/ENCSR927JXU_rep2_1_star_anno.bam
ENCFF741ENV		K562	/targets/PUF60-human/	ENCSR558XNA	['brenton-graveley:PUF60-BGKLV25']	ENCBS948HVW	['brenton-graveley:PUF60-BGKLV25-43']	ENCLB272GWS	['brenton-graveley:L-PUF60-BGKLV25-43']	/labs/brenton-graveley/	/tgc/TGCore_User_Data/ENCODE/ENCODE_DATA/set25/tophat/novel_juncs/PUF60-BGKLV25-43/merged.bam
ENCFF779EXS		K562	/targets/PUF60-human/	ENCSR558XNA	['brenton-graveley:PUF60-BGKLV25']	ENCBS456TNJ	['brenton-graveley:PUF60-BGKLV25-44']	ENCLB576CDW	['brenton-graveley:L-PUF60-BGKLV25-44']	/labs/brenton-graveley/	/tgc/TGCore_User_Data/ENCODE/ENCODE_DATA/set25/tophat/novel_juncs/PUF60-BGKLV25-44/merged.bam
ENCFF508MDF	V19	K562	/targets/PUF60-human/	ENCSR558XNA	['brenton-graveley:PUF60-BGKLV25']	ENCBS948HVW	['brenton-graveley:PUF60-BGKLV25-43']	ENCLB272GWS	['brenton-graveley:L-PUF60-BGKLV25-43']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR558XNA/rep1_1/ENCSR558XNA_rep1_1_tophat.bam
ENCFF109AFP	V19	K562	/targets/PUF60-human/	ENCSR558XNA	['brenton-graveley:PUF60-BGKLV25']	ENCBS456TNJ	['brenton-graveley:PUF60-BGKLV25-44']	ENCLB576CDW	['brenton-graveley:L-PUF60-BGKLV25-44']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR558XNA/rep2_1/ENCSR558XNA_rep2_1_tophat.bam
ENCFF555CUG	V19	K562	/targets/PUF60-human/	ENCSR558XNA	['brenton-graveley:PUF60-BGKLV25']	ENCBS948HVW	['brenton-graveley:PUF60-BGKLV25-43']	ENCLB272GWS	['brenton-graveley:L-PUF60-BGKLV25-43']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR558XNA/rep1_1/ENCSR558XNA_rep1_1_star_genome.bam
ENCFF881AAZ	V19	K562	/targets/PUF60-human/	ENCSR558XNA	['brenton-graveley:PUF60-BGKLV25']	ENCBS948HVW	['brenton-graveley:PUF60-BGKLV25-43']	ENCLB272GWS	['brenton-graveley:L-PUF60-BGKLV25-43']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR558XNA/rep1_1/ENCSR558XNA_rep1_1_star_anno.bam
ENCFF740WQM	V19	K562	/targets/PUF60-human/	ENCSR558XNA	['brenton-graveley:PUF60-BGKLV25']	ENCBS456TNJ	['brenton-graveley:PUF60-BGKLV25-44']	ENCLB576CDW	['brenton-graveley:L-PUF60-BGKLV25-44']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR558XNA/rep2_1/ENCSR558XNA_rep2_1_star_genome.bam
ENCFF499KDI	V19	K562	/targets/PUF60-human/	ENCSR558XNA	['brenton-graveley:PUF60-BGKLV25']	ENCBS456TNJ	['brenton-graveley:PUF60-BGKLV25-44']	ENCLB576CDW	['brenton-graveley:L-PUF60-BGKLV25-44']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR558XNA/rep2_1/ENCSR558XNA_rep2_1_star_anno.bam
ENCFF224ALJ		HepG2	/targets/EIF4A3-human/	ENCSR957EEG	['brenton-graveley:EIF4A3-BGHLV12']	ENCBS902IAH	['brenton-graveley:EIF4A3-BGHLV12-21']	ENCLB080ZNB	['brenton-graveley:L-EIF4A3-BGHLV12-21']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set12/tophat/novel_juncs/EIF4A3-BGHLV12-21/merged.bam
ENCFF037BCP		HepG2	/targets/EIF4A3-human/	ENCSR957EEG	['brenton-graveley:EIF4A3-BGHLV12']	ENCBS475AHQ	['brenton-graveley:EIF4A3-BGHLV12-22']	ENCLB589EHY	['brenton-graveley:L-EIF4A3-BGHLV12-22']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set12/tophat/novel_juncs/EIF4A3-BGHLV12-22/merged.bam
ENCFF089WFA	V19	HepG2	/targets/EIF4A3-human/	ENCSR957EEG	['brenton-graveley:EIF4A3-BGHLV12']	ENCBS902IAH	['brenton-graveley:EIF4A3-BGHLV12-21']	ENCLB080ZNB	['brenton-graveley:L-EIF4A3-BGHLV12-21']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR957EEG/rep1_1/ENCSR957EEG_rep1_1_tophat.bam
ENCFF283NKB	V19	HepG2	/targets/EIF4A3-human/	ENCSR957EEG	['brenton-graveley:EIF4A3-BGHLV12']	ENCBS475AHQ	['brenton-graveley:EIF4A3-BGHLV12-22']	ENCLB589EHY	['brenton-graveley:L-EIF4A3-BGHLV12-22']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR957EEG/rep2_1/ENCSR957EEG_rep2_1_tophat.bam
ENCFF588VRV	V19	HepG2	/targets/EIF4A3-human/	ENCSR957EEG	['brenton-graveley:EIF4A3-BGHLV12']	ENCBS902IAH	['brenton-graveley:EIF4A3-BGHLV12-21']	ENCLB080ZNB	['brenton-graveley:L-EIF4A3-BGHLV12-21']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR957EEG/rep1_1/ENCSR957EEG_rep1_1_star_genome.bam
ENCFF551NZL	V19	HepG2	/targets/EIF4A3-human/	ENCSR957EEG	['brenton-graveley:EIF4A3-BGHLV12']	ENCBS902IAH	['brenton-graveley:EIF4A3-BGHLV12-21']	ENCLB080ZNB	['brenton-graveley:L-EIF4A3-BGHLV12-21']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR957EEG/rep1_1/ENCSR957EEG_rep1_1_star_anno.bam
ENCFF160XLT	V19	HepG2	/targets/EIF4A3-human/	ENCSR957EEG	['brenton-graveley:EIF4A3-BGHLV12']	ENCBS475AHQ	['brenton-graveley:EIF4A3-BGHLV12-22']	ENCLB589EHY	['brenton-graveley:L-EIF4A3-BGHLV12-22']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR957EEG/rep2_1/ENCSR957EEG_rep2_1_star_genome.bam
ENCFF182KWL	V19	HepG2	/targets/EIF4A3-human/	ENCSR957EEG	['brenton-graveley:EIF4A3-BGHLV12']	ENCBS475AHQ	['brenton-graveley:EIF4A3-BGHLV12-22']	ENCLB589EHY	['brenton-graveley:L-EIF4A3-BGHLV12-22']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR957EEG/rep2_1/ENCSR957EEG_rep2_1_star_anno.bam
ENCFF242ZNU	V24	HepG2	/targets/EIF4A3-human/	ENCSR957EEG	['brenton-graveley:EIF4A3-BGHLV12']	ENCBS902IAH	['brenton-graveley:EIF4A3-BGHLV12-21']	ENCLB080ZNB	['brenton-graveley:L-EIF4A3-BGHLV12-21']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR957EEG/rep1_1/ENCSR957EEG_rep1_1_tophat.bam
ENCFF317HOA	V24	HepG2	/targets/EIF4A3-human/	ENCSR957EEG	['brenton-graveley:EIF4A3-BGHLV12']	ENCBS475AHQ	['brenton-graveley:EIF4A3-BGHLV12-22']	ENCLB589EHY	['brenton-graveley:L-EIF4A3-BGHLV12-22']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR957EEG/rep2_1/ENCSR957EEG_rep2_1_tophat.bam
ENCFF131BCB	V24	HepG2	/targets/EIF4A3-human/	ENCSR957EEG	['brenton-graveley:EIF4A3-BGHLV12']	ENCBS902IAH	['brenton-graveley:EIF4A3-BGHLV12-21']	ENCLB080ZNB	['brenton-graveley:L-EIF4A3-BGHLV12-21']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR957EEG/rep1_1/ENCSR957EEG_rep1_1_star_genome.bam
ENCFF208QIJ	V24	HepG2	/targets/EIF4A3-human/	ENCSR957EEG	['brenton-graveley:EIF4A3-BGHLV12']	ENCBS902IAH	['brenton-graveley:EIF4A3-BGHLV12-21']	ENCLB080ZNB	['brenton-graveley:L-EIF4A3-BGHLV12-21']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR957EEG/rep1_1/ENCSR957EEG_rep1_1_star_anno.bam
ENCFF831MHS	V24	HepG2	/targets/EIF4A3-human/	ENCSR957EEG	['brenton-graveley:EIF4A3-BGHLV12']	ENCBS475AHQ	['brenton-graveley:EIF4A3-BGHLV12-22']	ENCLB589EHY	['brenton-graveley:L-EIF4A3-BGHLV12-22']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR957EEG/rep2_1/ENCSR957EEG_rep2_1_star_genome.bam
ENCFF956ZXZ	V24	HepG2	/targets/EIF4A3-human/	ENCSR957EEG	['brenton-graveley:EIF4A3-BGHLV12']	ENCBS475AHQ	['brenton-graveley:EIF4A3-BGHLV12-22']	ENCLB589EHY	['brenton-graveley:L-EIF4A3-BGHLV12-22']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR957EEG/rep2_1/ENCSR957EEG_rep2_1_star_anno.bam
ENCFF292QAQ		HepG2	/targets/RBM34-human/	ENCSR318HAT	['brenton-graveley:RBM34_BGHLV14']	ENCBS148AQX	['brenton-graveley:RBM34_BGHLV14-40']	ENCLB913UJX	['brenton-graveley:L-RBM34_BGHLV14-40']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set14/tophat/novel_juncs/RBM34_BGHLV14-40/merged.bam
ENCFF813XMA		HepG2	/targets/RBM34-human/	ENCSR318HAT	['brenton-graveley:RBM34_BGHLV14']	ENCBS741YEQ	['brenton-graveley:RBM34_BGHLV14-39']	ENCLB159DRV	['brenton-graveley:L-RBM34_BGHLV14-39']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set14/tophat/novel_juncs/RBM34_BGHLV14-39/merged.bam
ENCFF511LAQ	V19	HepG2	/targets/RBM34-human/	ENCSR318HAT	['brenton-graveley:RBM34_BGHLV14']	ENCBS741YEQ	['brenton-graveley:RBM34_BGHLV14-39']	ENCLB159DRV	['brenton-graveley:L-RBM34_BGHLV14-39']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR318HAT/rep1_1/ENCSR318HAT_rep1_1_tophat.bam
ENCFF178NNN	V19	HepG2	/targets/RBM34-human/	ENCSR318HAT	['brenton-graveley:RBM34_BGHLV14']	ENCBS148AQX	['brenton-graveley:RBM34_BGHLV14-40']	ENCLB913UJX	['brenton-graveley:L-RBM34_BGHLV14-40']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR318HAT/rep2_1/ENCSR318HAT_rep2_1_tophat.bam
ENCFF396ZHW	V19	HepG2	/targets/RBM34-human/	ENCSR318HAT	['brenton-graveley:RBM34_BGHLV14']	ENCBS741YEQ	['brenton-graveley:RBM34_BGHLV14-39']	ENCLB159DRV	['brenton-graveley:L-RBM34_BGHLV14-39']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR318HAT/rep1_1/ENCSR318HAT_rep1_1_star_genome.bam
ENCFF270TOS	V19	HepG2	/targets/RBM34-human/	ENCSR318HAT	['brenton-graveley:RBM34_BGHLV14']	ENCBS741YEQ	['brenton-graveley:RBM34_BGHLV14-39']	ENCLB159DRV	['brenton-graveley:L-RBM34_BGHLV14-39']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR318HAT/rep1_1/ENCSR318HAT_rep1_1_star_anno.bam
ENCFF815AZQ	V19	HepG2	/targets/RBM34-human/	ENCSR318HAT	['brenton-graveley:RBM34_BGHLV14']	ENCBS148AQX	['brenton-graveley:RBM34_BGHLV14-40']	ENCLB913UJX	['brenton-graveley:L-RBM34_BGHLV14-40']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR318HAT/rep2_1/ENCSR318HAT_rep2_1_star_genome.bam
ENCFF106PRZ	V19	HepG2	/targets/RBM34-human/	ENCSR318HAT	['brenton-graveley:RBM34_BGHLV14']	ENCBS148AQX	['brenton-graveley:RBM34_BGHLV14-40']	ENCLB913UJX	['brenton-graveley:L-RBM34_BGHLV14-40']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR318HAT/rep2_1/ENCSR318HAT_rep2_1_star_anno.bam
ENCFF394JPI		K562	/targets/RBM15-human/	ENCSR627NVU	['brenton-graveley:RBM15-LV08']	ENCBS476WAQ	['brenton-graveley:RBM15-LV08-43', 'brenton-graveley:BGKLV08-43']	ENCLB286MYT	['brenton-graveley:L-RBM15-LV08-43']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set10/tophat/novel_juncs/RBM15-LV08-43/merged.bam
ENCFF839HZQ		K562	/targets/RBM15-human/	ENCSR627NVU	['brenton-graveley:RBM15-LV08']	ENCBS021PJN	['brenton-graveley:BGKLV08-44', 'brenton-graveley:RBM15-LV08-44']	ENCLB609FQX	['brenton-graveley:L-RBM15-LV08-44']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set10/tophat/novel_juncs/RBM15-LV08-44/merged.bam
ENCFF686OFP	V19	K562	/targets/RBM15-human/	ENCSR627NVU	['brenton-graveley:RBM15-LV08']	ENCBS476WAQ	['brenton-graveley:RBM15-LV08-43', 'brenton-graveley:BGKLV08-43']	ENCLB286MYT	['brenton-graveley:L-RBM15-LV08-43']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR627NVU/rep1_1/ENCSR627NVU_rep1_1_tophat.bam
ENCFF691RNH	V19	K562	/targets/RBM15-human/	ENCSR627NVU	['brenton-graveley:RBM15-LV08']	ENCBS021PJN	['brenton-graveley:BGKLV08-44', 'brenton-graveley:RBM15-LV08-44']	ENCLB609FQX	['brenton-graveley:L-RBM15-LV08-44']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR627NVU/rep2_1/ENCSR627NVU_rep2_1_tophat.bam
ENCFF395SLI	V19	K562	/targets/RBM15-human/	ENCSR627NVU	['brenton-graveley:RBM15-LV08']	ENCBS476WAQ	['brenton-graveley:RBM15-LV08-43', 'brenton-graveley:BGKLV08-43']	ENCLB286MYT	['brenton-graveley:L-RBM15-LV08-43']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR627NVU/rep1_1/ENCSR627NVU_rep1_1_star_genome.bam
ENCFF640ODP	V19	K562	/targets/RBM15-human/	ENCSR627NVU	['brenton-graveley:RBM15-LV08']	ENCBS476WAQ	['brenton-graveley:RBM15-LV08-43', 'brenton-graveley:BGKLV08-43']	ENCLB286MYT	['brenton-graveley:L-RBM15-LV08-43']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR627NVU/rep1_1/ENCSR627NVU_rep1_1_star_anno.bam
ENCFF861XCE	V19	K562	/targets/RBM15-human/	ENCSR627NVU	['brenton-graveley:RBM15-LV08']	ENCBS021PJN	['brenton-graveley:BGKLV08-44', 'brenton-graveley:RBM15-LV08-44']	ENCLB609FQX	['brenton-graveley:L-RBM15-LV08-44']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR627NVU/rep2_1/ENCSR627NVU_rep2_1_star_genome.bam
ENCFF250XRQ	V19	K562	/targets/RBM15-human/	ENCSR627NVU	['brenton-graveley:RBM15-LV08']	ENCBS021PJN	['brenton-graveley:BGKLV08-44', 'brenton-graveley:RBM15-LV08-44']	ENCLB609FQX	['brenton-graveley:L-RBM15-LV08-44']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR627NVU/rep2_1/ENCSR627NVU_rep2_1_star_anno.bam
ENCFF216RVH		HepG2	/targets/PRPF6-human/	ENCSR529QEZ	['brenton-graveley:PRPF6_BGHLV14']	ENCBS857THE	['brenton-graveley:PRPF6_BGHLV14-31']	ENCLB466HKN	['brenton-graveley:L-PRPF6_BGHLV14-31']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set14/tophat/novel_juncs/PRPF6_BGHLV14-31/merged.bam
ENCFF121FVJ		HepG2	/targets/PRPF6-human/	ENCSR529QEZ	['brenton-graveley:PRPF6_BGHLV14']	ENCBS525TLA	['brenton-graveley:PRPF6_BGHLV14-32']	ENCLB257QDM	['brenton-graveley:L-PRPF6_BGHLV14-32']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set14/tophat/novel_juncs/PRPF6_BGHLV14-32/merged.bam
ENCFF010VIY	V19	HepG2	/targets/PRPF6-human/	ENCSR529QEZ	['brenton-graveley:PRPF6_BGHLV14']	ENCBS857THE	['brenton-graveley:PRPF6_BGHLV14-31']	ENCLB466HKN	['brenton-graveley:L-PRPF6_BGHLV14-31']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR529QEZ/rep1_1/ENCSR529QEZ_rep1_1_tophat.bam
ENCFF580YUK	V19	HepG2	/targets/PRPF6-human/	ENCSR529QEZ	['brenton-graveley:PRPF6_BGHLV14']	ENCBS525TLA	['brenton-graveley:PRPF6_BGHLV14-32']	ENCLB257QDM	['brenton-graveley:L-PRPF6_BGHLV14-32']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR529QEZ/rep2_1/ENCSR529QEZ_rep2_1_tophat.bam
ENCFF207TCZ	V19	HepG2	/targets/PRPF6-human/	ENCSR529QEZ	['brenton-graveley:PRPF6_BGHLV14']	ENCBS857THE	['brenton-graveley:PRPF6_BGHLV14-31']	ENCLB466HKN	['brenton-graveley:L-PRPF6_BGHLV14-31']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR529QEZ/rep1_1/ENCSR529QEZ_rep1_1_star_genome.bam
ENCFF591MNR	V19	HepG2	/targets/PRPF6-human/	ENCSR529QEZ	['brenton-graveley:PRPF6_BGHLV14']	ENCBS857THE	['brenton-graveley:PRPF6_BGHLV14-31']	ENCLB466HKN	['brenton-graveley:L-PRPF6_BGHLV14-31']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR529QEZ/rep1_1/ENCSR529QEZ_rep1_1_star_anno.bam
ENCFF444YHN	V19	HepG2	/targets/PRPF6-human/	ENCSR529QEZ	['brenton-graveley:PRPF6_BGHLV14']	ENCBS525TLA	['brenton-graveley:PRPF6_BGHLV14-32']	ENCLB257QDM	['brenton-graveley:L-PRPF6_BGHLV14-32']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR529QEZ/rep2_1/ENCSR529QEZ_rep2_1_star_genome.bam
ENCFF012SXV	V19	HepG2	/targets/PRPF6-human/	ENCSR529QEZ	['brenton-graveley:PRPF6_BGHLV14']	ENCBS525TLA	['brenton-graveley:PRPF6_BGHLV14-32']	ENCLB257QDM	['brenton-graveley:L-PRPF6_BGHLV14-32']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR529QEZ/rep2_1/ENCSR529QEZ_rep2_1_star_anno.bam
ENCFF758JDY		HepG2	/targets/SND1-human/	ENCSR398LZW	['brenton-graveley:SND1_BGHLV14']	ENCBS338VUB	['brenton-graveley:SND1_BGHLV14-51']	ENCLB562IJY	['brenton-graveley:L-SND1_BGHLV14-51']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set14/tophat/novel_juncs/SND1_BGHLV14-51/merged.bam
ENCFF283VKH		HepG2	/targets/SND1-human/	ENCSR398LZW	['brenton-graveley:SND1_BGHLV14']	ENCBS183QJT	['brenton-graveley:SND1_BGHLV14-52']	ENCLB098ZFJ	['brenton-graveley:L-SND1_BGHLV14-52']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set14/tophat/novel_juncs/SND1_BGHLV14-52/merged.bam
ENCFF658KTR	V19	HepG2	/targets/SND1-human/	ENCSR398LZW	['brenton-graveley:SND1_BGHLV14']	ENCBS338VUB	['brenton-graveley:SND1_BGHLV14-51']	ENCLB562IJY	['brenton-graveley:L-SND1_BGHLV14-51']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR398LZW/rep1_1/ENCSR398LZW_rep1_1_tophat.bam
ENCFF921YOW	V19	HepG2	/targets/SND1-human/	ENCSR398LZW	['brenton-graveley:SND1_BGHLV14']	ENCBS183QJT	['brenton-graveley:SND1_BGHLV14-52']	ENCLB098ZFJ	['brenton-graveley:L-SND1_BGHLV14-52']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR398LZW/rep2_1/ENCSR398LZW_rep2_1_tophat.bam
ENCFF870ART	V19	HepG2	/targets/SND1-human/	ENCSR398LZW	['brenton-graveley:SND1_BGHLV14']	ENCBS338VUB	['brenton-graveley:SND1_BGHLV14-51']	ENCLB562IJY	['brenton-graveley:L-SND1_BGHLV14-51']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR398LZW/rep1_1/ENCSR398LZW_rep1_1_star_genome.bam
ENCFF355HDU	V19	HepG2	/targets/SND1-human/	ENCSR398LZW	['brenton-graveley:SND1_BGHLV14']	ENCBS338VUB	['brenton-graveley:SND1_BGHLV14-51']	ENCLB562IJY	['brenton-graveley:L-SND1_BGHLV14-51']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR398LZW/rep1_1/ENCSR398LZW_rep1_1_star_anno.bam
ENCFF960NPK	V19	HepG2	/targets/SND1-human/	ENCSR398LZW	['brenton-graveley:SND1_BGHLV14']	ENCBS183QJT	['brenton-graveley:SND1_BGHLV14-52']	ENCLB098ZFJ	['brenton-graveley:L-SND1_BGHLV14-52']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR398LZW/rep2_1/ENCSR398LZW_rep2_1_star_genome.bam
ENCFF426BEA	V19	HepG2	/targets/SND1-human/	ENCSR398LZW	['brenton-graveley:SND1_BGHLV14']	ENCBS183QJT	['brenton-graveley:SND1_BGHLV14-52']	ENCLB098ZFJ	['brenton-graveley:L-SND1_BGHLV14-52']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR398LZW/rep2_1/ENCSR398LZW_rep2_1_star_anno.bam
ENCFF936OPH		HepG2	/targets/LARP7-human/	ENCSR624FBY	['brenton-graveley:LARP7_BGHLV18']	ENCBS608OON	['brenton-graveley:LARP7_BGHLV18_20']	ENCLB388UHT	['brenton-graveley:L-LARP7_BGHLV18_20']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set18/tophat/novel_juncs/LARP7_BGHLV18_20/merged.bam
ENCFF228WNK		HepG2	/targets/LARP7-human/	ENCSR624FBY	['brenton-graveley:LARP7_BGHLV18']	ENCBS471EIZ	['brenton-graveley:LARP7_BGHLV18_19']	ENCLB715ZDT	['brenton-graveley:L-LARP7_BGHLV18_19']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set18/tophat/novel_juncs/LARP7_BGHLV18_19/merged.bam
ENCFF620CPU	V19	HepG2	/targets/LARP7-human/	ENCSR624FBY	['brenton-graveley:LARP7_BGHLV18']	ENCBS471EIZ	['brenton-graveley:LARP7_BGHLV18_19']	ENCLB715ZDT	['brenton-graveley:L-LARP7_BGHLV18_19']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR624FBY/rep1_1/ENCSR624FBY_rep1_1_tophat.bam
ENCFF398KVR	V19	HepG2	/targets/LARP7-human/	ENCSR624FBY	['brenton-graveley:LARP7_BGHLV18']	ENCBS608OON	['brenton-graveley:LARP7_BGHLV18_20']	ENCLB388UHT	['brenton-graveley:L-LARP7_BGHLV18_20']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR624FBY/rep2_1/ENCSR624FBY_rep2_1_tophat.bam
ENCFF870DWP	V19	HepG2	/targets/LARP7-human/	ENCSR624FBY	['brenton-graveley:LARP7_BGHLV18']	ENCBS471EIZ	['brenton-graveley:LARP7_BGHLV18_19']	ENCLB715ZDT	['brenton-graveley:L-LARP7_BGHLV18_19']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR624FBY/rep1_1/ENCSR624FBY_rep1_1_star_genome.bam
ENCFF975OAW	V19	HepG2	/targets/LARP7-human/	ENCSR624FBY	['brenton-graveley:LARP7_BGHLV18']	ENCBS471EIZ	['brenton-graveley:LARP7_BGHLV18_19']	ENCLB715ZDT	['brenton-graveley:L-LARP7_BGHLV18_19']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR624FBY/rep1_1/ENCSR624FBY_rep1_1_star_anno.bam
